Record Number,Amount Requested,Interest Rate Percentage,Loan Length in Months,Loan Title,Loan Purpose,Monthly PAYMENT,Total Amount Funded,Debt-To-Income Ratio Percentage,FICO Range,Status
2113,12000,7.88,36,Responsibly getting out of debt.,debt_consolidation,375.37,12000,6.67,775-779,0
2114,21000,16.32,36,Consolidation,debt_consolidation,741.59,21000,13.61,665-669,1
2115,25000,17.9,36,Mizpah Hotel,small_business,902.5,25000,4.93,720-724,0
2116,10000,15.95,36,Consolidate My Debt,debt_consolidation,351.33,10000,7.28,675-679,1
2117,15250,20.03,60,Personal,debt_consolidation,404.29,15250,22.6,670-674,0
2118,7125,11.71,36,Debt Consolidation Loan,debt_consolidation,235.67,7125,20.05,695-699,0
2119,6100,7.51,36,home repairs,home_improvement,189.77,6100,0,780-784,1
2120,4000,9.91,36,Cleanup,debt_consolidation,128.9,4000,22.24,690-694,1
2121,6000,15.23,36,PAYINGG CREDIT CARDS. PAYING RENT,other,208.67,6000,16.74,665-669,0
2122,12000,13.11,36,Debt Consolidation,debt_consolidation,404.97,12000,2.84,680-684,0
2123,1500,7.49,36,consolidation loan,debt_consolidation,46.66,1500,27.35,745-749,1
2124,7500,12.68,60,Credit Card Refinance,credit_card,169.43,7500,8.4,700-704,1
2125,11875,10.65,36,Loan for Medical Expense,medical,386.81,11875,19.13,705-709,0
2126,17500,18.64,60,Credit Card Loan,credit_card,450.51,17500,19.78,700-704,0
2127,4600,18.39,60,debt free loan,debt_consolidation,117.79,4600,5.92,665-669,0
2128,11000,8.49,36,Debt consolidation loan,debt_consolidation,347.2,11000,9.6,750-754,0
2129,7500,12.92,36,home business ,other,252.42,7500,17.54,665-669,0
2130,7000,8,36,operation,medical,219.36,7000,15.21,750-754,0
2131,3000,15.62,36,Improvement,small_business,104.91,3000,1.49,665-669,0
2132,25000,9.64,36,Educational/Business Debt Consolidation ,debt_consolidation,802.47,25000,9.78,740-744,1
2133,18000,17.06,60,consolidatecreditjuan,debt_consolidation,447.93,18000,14.5,690-694,1
2134,1600,12.61,36,Pay off High Interest Card,debt_consolidation,53.62,1600,20,685-689,1
2135,21000,19.41,36,Debt Consolidation,debt_consolidation,774.19,21000,7.88,660-664,1
2136,2000,6.76,36,Moving Loan,moving,61.54,2000,4.75,795-799,1
2137,25000,10.08,36,Partnership,major_purchase,587.14,18175,4.51,755-759,1
2138,4000,10.75,60,Tax Loan,other,86.48,4000,5.94,795-799,0
2139,20000,16,36,faith,other,703.15,20000,0.6,680-684,0
2140,1500,7.49,36,Premier Refinance,credit_card,46.66,1500,15.15,710-714,1
2141,10000,17.14,60,Debt Relief,debt_consolidation,249.28,10000,16.04,700-704,1
2142,4000,6.39,36,dennis,vacation,122.4,4000,20.13,770-774,1
2143,5000,7.29,36,Let's Knock Out the Rest ,debt_consolidation,155.05,5000,8.46,715-719,1
2144,18000,21.97,60,Credit Card Consolidation,debt_consolidation,496.84,18000,26.07,660-664,1
2145,18000,19.72,60,Debt consolidation.,debt_consolidation,474.09,18000,17.87,675-679,1
2146,5000,9.62,36,My Wedding,wedding,160.45,5000,0.84,745-749,1
2147,9000,18.25,36,Emiliano,debt_consolidation,326.51,9000,11.49,680-684,0
2148,2000,14.61,36,Changing my Life for the Better! Ready to make my dreams a reality!,educational,68.96,2000,13.85,690-694,1
2149,14300,13.67,36,small business,small_business,486.46,14300,19.29,680-684,0
2150,15000,12.04,36,Credit Card Consolidation,debt_consolidation,498.51,15000,15.82,680-684,1
2151,7000,15.7,36,7000,debt_consolidation,245.08,7000,4.97,690-694,0
2152,5000,9.63,36,CC REFI 4 Kevin,credit_card,160.47,5000,3.39,710-714,0
2153,13000,11.83,36,Need help consolidating,debt_consolidation,430.75,13000,13.2,715-719,1
2154,20000,13.12,36,Getting it together,debt_consolidation,162.01,4800,16.87,705-709,0
2155,7200,12.84,36,Consolidating old Student Debt,debt_consolidation,242.05,7200,13.17,700-704,1
2156,3000,11.71,36,debt consolidation ,debt_consolidation,99.23,3000,7.98,705-709,1
2157,2000,7.4,36,Home Improvement - New Windows,home_improvement,62.12,2000,4.53,785-789,1
2158,4000,11.14,36,RCs,debt_consolidation,131.22,4000,22.96,715-719,1
2159,1500,11.63,36,loan,debt_consolidation,49.56,1500,11.76,695-699,1
2160,4500,6.03,36,Credit Card Refinancing,credit_card,136.96,4500,3.34,765-769,1
2161,4500,7.49,36,Payoff Debt,debt_consolidation,139.96,4500,11.6,735-739,0
2162,10000,13.48,36,Student Loan- I have Never Missed a Payment in my life,educational,339.25,10000,1.3,760-764,0
2163,20375,10.99,60,Consolidated at Lower Interest Rate!,debt_consolidation,442.91,20375,16.43,760-764,0
2164,12000,16.89,60,Small Business,small_business,297.53,12000,15.24,675-679,1
2165,5000,7.88,60,Car Refinance,car,101.1,5000,0.81,800-804,1
2166,12375,12.99,60,Debt Consolidation,debt_consolidation,281.51,12375,18.51,705-709,1
2167,11200,14.79,36,Back deck / backyard,home_improvement,387.11,11200,16.58,670-674,0
2168,4900,10.96,36,Start Up Expenses Business,other,113.71,3475,9.92,685-689,0
2169,10000,16.45,36,Positive Results Loan,other,353.78,10000,16.97,680-684,0
2170,4200,15.2,60,Upgrading to better vehicle for the kids,car,100.36,4200,4.62,700-704,0
2171,12250,9.91,36,wedding plans ,wedding,394.76,12250,23.68,725-729,0
2172,12000,7.88,36,Signature Loan,home_improvement,375.38,12000,15.01,765-769,1
2173,5000,17.39,36,JumpStart,small_business,179.24,5000,23.19,685-689,0
2174,24925,12.69,36,Credit Card Refinance,credit_card,836.11,24925,22.94,700-704,1
2175,10000,16.29,36,Debt consolidation,debt_consolidation,353.01,10000,12.58,680-684,0
2176,1600,15.21,36,Loan,debt_consolidation,55.63,1600,15.77,665-669,1
2177,8000,8.9,36,REFINANCE,credit_card,254.03,8000,10.52,710-714,1
2178,7950,6.03,36,consolidation,credit_card,241.97,7950,1.03,750-754,1
2179,4000,9.76,36,Refinancing credit cards at better rate,credit_card,128.62,4000,17.04,715-719,1
2180,8000,10.51,36,debt consolidation,debt_consolidation,260.06,8000,23.46,715-719,1
2181,25000,13.8,36,Small Business Loan,small_business,852.02,25000,2.87,780-784,1
2182,8000,9.62,60,shauns,wedding,168.49,8000,17.09,730-734,0
2183,2000,7.9,36,Pool resurfacing,home_improvement,62.59,2000,9.78,730-734,1
2184,8400,13.61,60,divorce,major_purchase,193.76,8400,17.56,705-709,0
2185,22250,16.77,60,Debt Loan,debt_consolidation,550.23,22250,24.93,695-699,0
2186,24000,11.83,36,Debt Consolidation,debt_consolidation,795.22,24000,10.21,750-754,0
2187,5000,14.26,36,Need a loan to attain a professional management degree,educational,171.53,5000,12.18,665-669,1
2188,5000,12.17,36,Need Loan for Business Startup,small_business,166.48,5000,0,660-664,0
2189,16000,19.91,36,Credit Card Loan,credit_card,593.89,16000,4.69,665-669,1
2190,4750,14.72,36,MANNY'S,debt_consolidation,164.01,4750,21.4,665-669,0
2191,6000,9.63,36,MyInvestment,other,192.57,6000,9.49,775-779,1
2192,12500,11.26,36,Paying off credit cards,credit_card,410.8,12500,12.21,730-734,1
2193,25000,12.73,36,BigWeb Investments,debt_consolidation,839.16,25000,10.62,710-714,1
2194,10000,13.87,36,Consolidation,debt_consolidation,341.15,10000,13.19,660-664,0
2195,13800,13.47,36,Personal,debt_consolidation,468.14,13800,13.98,695-699,0
2196,4800,15.65,60,Mikes,major_purchase,115.84,4800,15.86,670-674,1
2197,7875,19.99,36,Wedding,wedding,292.63,7875,9.31,660-664,0
2198,8800,10.74,36,Debt Consolidation,debt_consolidation,287.02,8800,6.23,705-709,1
2199,14000,7.88,36,Paying off Higher Interest Credit Card,credit_card,437.93,14000,0.74,770-774,1
2200,7600,12.61,36,Pay off Credit card,debt_consolidation,254.65,7600,4.62,665-669,1
2201,25000,10.99,36,2010-PAYOFF,debt_consolidation,818.38,25000,18.51,755-759,0
2202,5000,6.03,36,Personal Loan,major_purchase,152.18,5000,6.43,785-789,1
2203,1500,14.22,36,Tamkmovingexcitment,other,51.43,1500,24.44,660-664,0
2204,6400,15.99,36,Other Loan,other,224.98,6400,9.34,675-679,0
2205,6000,11.89,36,Taxes,other,198.99,6000,19.38,725-729,0
2206,13500,10.83,36,Get me out of debt please,debt_consolidation,440.89,13500,11.52,715-719,0
2207,7500,11.71,36,Consolidation Loan,debt_consolidation,248.07,7500,10.72,690-694,1
2208,6225,9.76,36,My Personal Loan,debt_consolidation,200.17,6225,18.35,740-744,1
2209,8000,18.43,36,Wedding Venue,wedding,290.96,8000,9.86,665-669,0
2210,10000,10.2,36,Getting back in control,debt_consolidation,323.62,10000,16.22,745-749,1
2211,12000,12.21,36,Pay Off High Interest Debt,credit_card,399.78,12000,23.69,710-714,1
2212,8000,6.62,36,Loan for Visa,credit_card,245.63,8000,8.06,735-739,1
2213,20000,14.17,60,MEDICAL LOAN,medical,467.13,20000,0.44,805-809,1
2214,12000,13.43,60,Fresh Start,debt_consolidation,275.69,12000,3.28,755-759,0
2215,5000,13.06,36,Become Debt free loan,debt_consolidation,168.62,5000,6.78,690-694,0
2216,19900,11.83,36,To be rewarded with reasonable terms...,debt_consolidation,659.37,19900,8.18,735-739,0
2217,5500,11.49,36,Freeing Myself From Credit Card Debt,debt_consolidation,181.35,5500,12.82,695-699,1
2218,8000,15.27,36,Small Business Loan,small_business,278.39,8000,15.08,680-684,0
2219,13975,8.9,36,pay credit cards,credit_card,443.76,13975,17.06,720-724,1
2220,7500,11.49,36,Lending Club,home_improvement,247.29,7500,9.76,700-704,1
2221,6950,9.32,36,RDMc Expansion,small_business,222.03,6950,23.24,735-739,1
2222,2500,13.57,36,Consolidate,debt_consolidation,84.93,2500,19.9,670-674,0
2223,10000,15.57,60,credit_card,credit_card,240.91,10000,15.45,685-689,0
2224,12000,7.9,60,Debt Consolidation Loan,debt_consolidation,242.75,12000,1.88,790-794,1
2225,8500,12.99,36,Personal Loan,other,286.36,8500,10.06,700-704,0
2226,2000,10.75,36,Signature,other,65.25,2000,15.8,705-709,0
2227,3600,11.99,36,Home Maintnance,other,119.56,3600,15.49,670-674,1
2228,24250,20.62,60,debt consolidation,debt_consolidation,453.6,16900,21.5,675-679,0
2229,5000,9.62,36,vacation,vacation,160.45,5000,12.19,700-704,0
2230,3500,7.68,36,BenPlatt,educational,109.17,3500,2.26,750-754,1
2231,7000,6.03,36,Debt Consolidation,debt_consolidation,213.05,7000,10.38,755-759,1
2232,16000,16.07,36,mmlloan,debt_consolidation,563.11,16000,12.74,725-729,1
2233,10000,14.59,36,College plans saved!!,debt_consolidation,344.65,10000,9.51,690-694,0
2234,7650,19.29,36,debt cos,credit_card,281.55,7650,12.28,665-669,0
2235,3000,11.11,36,personal,vacation,98.38,3000,1.81,685-689,0
2236,12000,13.11,36,Credit Card Refinancing,credit_card,404.94,12000,14.3,690-694,1
2237,8000,7.05,36,mr express,car,247.2,8000,7.92,780-784,1
2238,15000,12.41,36,Operations and Expansion Loan,small_business,501.16,15000,5.86,690-694,0
2239,10000,12.84,36,Debt Consolidation,debt_consolidation,252.14,7500,21.36,705-709,1
2240,9500,15.33,36,Livinitup921,debt_consolidation,330.87,9500,12,665-669,1
2241,24000,10.25,36,Bridge Loan for Exciting Product,small_business,777.24,24000,0.59,790-794,0
2242,4000,6.39,36,LOE Startup Funds,small_business,122.4,4000,13.17,770-774,1
2243,10000,13.98,36,Debt Consolidation Loan,debt_consolidation,341.68,10000,12.53,680-684,0
2244,1000,16.32,36,Personal Use,debt_consolidation,35.32,1000,5.33,660-664,0
2245,2400,7.29,60,Small Business Loan,small_business,47.86,2400,1.26,785-789,1
2246,4200,13.48,36,jay,home_improvement,142.49,4200,7.4,670-674,0
2247,25000,10.36,60,Timothy ,debt_consolidation,445.1,20775,15.78,765-769,0
2248,20000,11.49,60,personal,debt_consolidation,439.76,20000,4.64,745-749,1
2249,4000,12.87,36,Car Loan,other,134.54,4000,13.8,690-694,0
2250,6000,12.61,36,consolidate bills,debt_consolidation,201.04,6000,19.92,670-674,0
2251,4475,16.89,36,Major Purchase Loan,major_purchase,159.31,4475,9,660-664,0
2252,25000,15.58,60,Sadie,small_business,502.4,20850,0.6,785-789,0
2253,12000,6.62,36,Consolidating debt,debt_consolidation,368.45,12000,2.05,760-764,1
2254,4000,12.12,36,Golf Cart loan,major_purchase,133.09,4000,10.83,690-694,1
2255,13200,18.67,36,Business Web Site Design & Advertising,small_business,481.66,13200,22.8,685-689,0
2256,9700,14.65,36,Debt consolidation,debt_consolidation,334.6,9700,25.54,670-674,1
2257,15000,20.11,60,Home Improvements,home_improvement,398.33,15000,4.58,665-669,1
2258,3800,13.11,36,Home Improvements,home_improvement,128.24,3800,23.25,690-694,0
2259,8975,11.83,36,Major Purchase,major_purchase,297.38,8975,20.65,730-734,1
2260,7500,15.31,36,bills other,other,261.12,7500,21.15,660-664,0
2261,24000,11.12,60,Home Improvement,home_improvement,338.49,15525,11.99,775-779,1
2262,1200,19.29,36,personal loan,other,44.17,1200,8.65,670-674,0
2263,11200,10.37,36,jackpot,credit_card,363.35,11200,19.49,700-704,1
2264,6000,14.26,36,I want to consolidate my debt,debt_consolidation,205.84,6000,14.05,665-669,0
2265,9600,11.89,36,Looking for a Car loan,car,318.38,9600,21.15,705-709,1
2266,8000,15.37,36,car repair,car,278.77,8000,10.03,665-669,1
2267,3500,12.23,36,Front Sight,major_purchase,116.64,3500,10.2,700-704,1
2268,2750,9.33,36,Personal Loan,other,87.88,2750,10.36,700-704,0
2269,15000,13.11,36,personal,debt_consolidation,506.21,15000,14.26,700-704,0
2270,13000,10,36,Credit Card pay out,credit_card,419.48,13000,10.53,710-714,1
2271,1600,14.46,36,debt loan,debt_consolidation,55.05,1600,4.58,680-684,0
2272,5600,14.59,36,debt consolidation,debt_consolidation,193.01,5600,6.33,685-689,0
2273,24000,7.9,36,Home Improvement Loan,home_improvement,750.97,24000,15.23,750-754,1
2274,2600,12.12,36,Credit Card Consolidation,debt_consolidation,86.51,2600,9.85,700-704,1
2275,19000,11.12,60,Suburban 2500,car,414.25,19000,1.75,750-754,0
2276,25975,13.49,60,Selling House Moving Loan,moving,391.08,17000,18.43,760-764,0
2277,10000,10.28,36,small business credit consolidation,debt_consolidation,323.99,10000,14.4,720-724,1
2278,17000,16.49,60,Restructure Debt,credit_card,417.85,17000,23.59,700-704,0
2279,12000,11.99,60,Debt free,debt_consolidation,266.88,12000,19.07,720-724,0
2280,24000,9.88,36,Rehab Complete,debt_consolidation,773.07,24000,0.81,750-754,1
2281,24000,14.09,36,Debt Consolidation Loan,debt_consolidation,821.32,24000,11.92,710-714,1
2282,5200,6.62,36,truck loan,car,159.66,5200,9.08,755-759,1
2283,15000,17.49,60,Debt Consolidation,debt_consolidation,376.76,15000,18.58,685-689,1
2284,4800,12.99,36,Debt Consolidation,debt_consolidation,161.71,4800,21.53,680-684,1
2285,6000,13.22,36,Debt Consolidation,debt_consolidation,202.81,6000,15.36,680-684,0
2286,12250,14.83,60,Sonyvaio ,debt_consolidation,290.34,12250,18.53,685-689,1
2287,5200,14.83,60,My Attorney Fees Loan,debt_consolidation,123.25,5200,3.34,670-674,0
2288,3000,11.34,36,Used vehicle,car,98.7,3000,7.72,675-679,0
2289,5000,11.58,36,Loan,other,165.07,5000,19.96,710-714,1
2290,12000,12.68,36,Times2,debt_consolidation,402.49,12000,22.58,690-694,0
2291,5200,5.42,36,HONDA,car,156.84,5200,1.18,800-804,1
2292,22000,14.17,60,refinancing ,credit_card,513.85,22000,9.48,760-764,0
2293,10000,5.42,36,rv loan,major_purchase,301.6,10000,8.88,795-799,1
2294,15600,12.53,36,Credit card debt consolidation,debt_consolidation,522.08,15600,9.05,715-719,0
2295,6000,10.62,36,Dependable debt consolidation.,debt_consolidation,195.36,6000,6.38,705-709,0
2296,3000,13.85,36,payoffcreditcards,debt_consolidation,102.32,3000,15.28,685-689,0
2297,7000,5.79,36,Debt Consolidation,debt_consolidation,212.29,7000,11.08,770-774,0
2298,6000,15.8,36,Debt Free,debt_consolidation,210.36,6000,13.62,670-674,1
2299,13200,16.4,60,Try #2,debt_consolidation,323.82,13200,21.19,700-704,1
2300,20000,11.71,36,Personal,debt_consolidation,661.52,20000,10.7,710-714,1
2301,12000,9.99,36,Debt Consolidation ,debt_consolidation,387.15,12000,14.5,705-709,1
2302,5000,16.32,36,My Loan,debt_consolidation,176.57,5000,8.67,660-664,0
2303,16000,12.87,36,Debt Consolidation - GREAT History!,debt_consolidation,538.14,16000,10.42,715-719,0
2304,2400,11.03,36,Debt Consolidation,debt_consolidation,78.61,2400,13.82,680-684,1
2305,24000,10.99,60,Medical,medical,333.13,15325,9.22,750-754,1
2306,3000,13.92,36,Search Technology,small_business,102.42,3000,5.35,725-729,1
2307,3250,14.59,36,Solidly employed and seeking a refinance,credit_card,112.02,3250,24.6,660-664,1
2308,8000,7.51,36,home improvment,home_improvement,248.88,8000,6.11,795-799,1
2309,5000,11.34,36,producer46,home_improvement,87.19,2650,17.25,680-684,1
2310,13000,17.14,60,Investment into the future,major_purchase,324.07,13000,2.88,790-794,0
2311,12000,13.79,36,loan,debt_consolidation,408.91,12000,18.64,680-684,0
2312,12000,10.91,36,buy low sell high,other,163.49,5000,11.78,705-709,0
2313,20000,10.99,36,Time to get credit card debt free,debt_consolidation,654.71,20000,10.19,725-729,1
2314,10500,16.29,36,Personal,debt_consolidation,370.66,10500,15,680-684,0
2315,10000,12.99,60,FIX TO SELL,home_improvement,227.48,10000,13.14,725-729,0
2316,5000,8.9,36,California,debt_consolidation,158.77,5000,3,705-709,1
2317,30000,13.43,60,Credit Card Loan,credit_card,689.22,30000,25.67,750-754,0
2318,10000,16.77,60,GPI Loan,small_business,247.3,10000,1,735-739,1
2319,13200,14.91,36,Financial help for my parents,other,457.01,13200,15.36,675-679,0
2320,3600,13.8,60,Savior Loan,debt_consolidation,83.4,3600,10.67,690-694,1
2321,2000,14.22,36,Tesfaw,debt_consolidation,68.57,2000,17.79,660-664,0
2322,4800,7.14,36,My Loan,debt_consolidation,148.52,4800,19.95,735-739,1
2323,14500,11.58,36,personal conslidation loan,debt_consolidation,478.7,14500,21.7,710-714,0
2324,4350,6.03,36,Debt Consolidation,credit_card,132.4,4350,13.88,760-764,1
2325,20000,11.71,60,Debt Consolidation,debt_consolidation,441.97,20000,18.33,825-829,1
2326,1500,13.92,36,Moving Loan,other,51.21,1500,17.04,670-674,1
2327,18000,11.12,60,Home Improvement Project,home_improvement,256.18,11750,1.33,800-804,0
2328,20000,17.04,36,Organic snack company expansion,small_business,713.49,20000,8.4,745-749,0
2329,12000,10.99,36,Debt Consolidation Loan,debt_consolidation,392.81,12000,9.92,720-724,1
2330,20000,13.92,36,addition,other,682.74,20000,12.61,705-709,1
2331,20000,13.79,36,Consolidating CCs after medical expenses,debt_consolidation,681.51,20000,14.94,690-694,0
2332,15000,13.99,36, Personal loan,home_improvement,512.6,15000,5.38,700-704,0
2333,6500,14.11,36,Reinforce historic home's 1913 addition,home_improvement,222.49,6500,11.59,765-769,0
2334,11000,12.68,36,personal consolidation loan,debt_consolidation,368.95,11000,23.59,685-689,0
2335,14800,16.77,36,Credit Card Debts,debt_consolidation,525.97,14800,16.76,665-669,0
2336,5500,7.51,36,debt consolidation,debt_consolidation,171.11,5500,16.73,735-739,0
2337,8000,14.17,60,deb consolidation,debt_consolidation,186.86,8000,11.31,695-699,1
2338,22350,14.07,36,home,home_improvement,764.64,22350,3.66,670-674,0
2339,15000,15.37,36,consolidate credit cards,debt_consolidation,522.7,15000,18.12,665-669,0
2340,7500,11.26,36,Wedding  ,wedding,246.48,7500,16.97,720-724,1
2341,7000,11.36,36,seaworthy,other,230.38,7000,7.95,695-699,1
2342,18000,15.21,60,Debt Consolidation,debt_consolidation,287.41,12025,7.17,710-714,0
2343,6000,6.17,36,Debit Loans,debt_consolidation,183,6000,3.3,745-749,1
2344,35000,12.99,60,Fund a Combat Veteran,debt_consolidation,495.34,21775,16.75,755-759,1
2345,5600,12.84,36,For Honda from brother Army serviceman,car,188.27,5600,2.08,685-689,0
2346,21725,19.29,60,Debt Consolidation Loan,debt_consolidation,567.04,21725,12.82,680-684,0
2347,4800,9.07,36,Personal Loan,debt_consolidation,152.8,4800,14.6,740-744,1
